start,end,cost
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJOW51C1lSUkYRRv6n34W9-Zg,4.878354860010644e-06
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJj5kfbFlSUkYRcDRZTsny7_c,5.6646813500226484e-06
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJpyBCaFlSUkYR3LHwM6zxRjU,5.8331689200225915e-06
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJRwYQ1llSUkYRMKaZjz2gpdg,0
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJmQYH01lSUkYRA5sfbpFn4ag,3.8970529999129474e-07
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJaU2CalhSUkYR16Poj9gzgIw,5.1282217300090795e-06
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJt2H3cFhSUkYRAkkFfX87Bq8,7.2011847800036245e-06
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJRwYQ1llSUkYRMKaZjz2gpdg,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJCy4tOFhSUkYRBiS5iJUrGnY,3.7784457000175495e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJj1RhMlhSUkYRxwx00g4P0QE,1.8871172999889153e-07
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJuYkcKlhSUkYRFPCipW5rTvU,3.547057299999166e-07
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJP6TdhFdSUkYRdrsWKXZMAs8,9.114748699958624e-07
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJf9Y9sFdSUkYRmaDEJhCweGc,3.0611583600058023e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJozaGTFZSUkYRNtWl2AGUPkI,3.7361463700121443e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJI3hCtFlSUkYRPnfwEKyXdTk,1.9253530400115355e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJOW51C1lSUkYRRv6n34W9-Zg,4.4886495600193495e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJj5kfbFlSUkYRcDRZTsny7_c,5.274976050031354e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJpyBCaFlSUkYR3LHwM6zxRjU,5.443463620031297e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJmQYH01lSUkYRA5sfbpFn4ag,0
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJaU2CalhSUkYR16Poj9gzgIw,4.7385164300177844e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJt2H3cFhSUkYRAkkFfX87Bq8,6.8114794800123294e-06
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJmQYH01lSUkYRA5sfbpFn4ag,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJpyBCaFlSUkYR3LHwM6zxRjU,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJaU2CalhSUkYR16Poj9gzgIw,0
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJt2H3cFhSUkYRAkkFfX87Bq8,2.0729630499945446e-06
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJaU2CalhSUkYR16Poj9gzgIw,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJpyBCaFlSUkYR3LHwM6zxRjU,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJt2H3cFhSUkYRAkkFfX87Bq8,0
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJt2H3cFhSUkYRAkkFfX87Bq8,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJk2Y2M1hSUkYR8cXNNRfosIY,6.64545467999637e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJj1RhMlhSUkYRxwx00g4P0QE,6.562809160000988e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJuYkcKlhSUkYRFPCipW5rTvU,6.728803160002013e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJP6TdhFdSUkYRdrsWKXZMAs8,7.285572299997959e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJf9Y9sFdSUkYRmaDEJhCweGc,9.435255790007899e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJozaGTFZSUkYRNtWl2AGUPkI,1.0110243800014241e-05
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJI3hCtFlSUkYRPnfwEKyXdTk,9.09451774998554e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJOW51C1lSUkYRRv6n34W9-Zg,1.1657814269993355e-05
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJj5kfbFlSUkYRcDRZTsny7_c,1.244414076000536e-05
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJpyBCaFlSUkYR3LHwM6zxRjU,1.2612628330005302e-05
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJRZDreVhSUkYRo3ujslhgkNQ,0
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJuRTCa1hSUkYRZctNq7Wpmys,2.0436039699945557e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJCy4tOFhSUkYR0RImuvsSO1g,4.032120469997336e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJtYl80VlSUkYRHsPJ77_LXm8,7.0839872600015935e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJwTS011lSUkYROOaIBw6_t6k,7.307424140003148e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJ7-bcfFdSUkYRAi_D5VAiANk,7.512076399998888e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJb-LjZFdSUkYR0IQcqxmpIDY,7.673862250002952e-06
ChIJRZDreVhSUkYRo3ujslhgkNQ,ChIJBWUZb1dSUkYR0KDo40YbcFQ,7.887254749999957e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJk2Y2M1hSUkYR8cXNNRfosIY,4.601850710001814e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJj1RhMlhSUkYRxwx00g4P0QE,4.519205190006432e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJuYkcKlhSUkYRFPCipW5rTvU,4.685199190007457e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJP6TdhFdSUkYRdrsWKXZMAs8,5.241968330003403e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJf9Y9sFdSUkYRmaDEJhCweGc,7.3916518200133425e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJozaGTFZSUkYRNtWl2AGUPkI,8.066639830019684e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJI3hCtFlSUkYRPnfwEKyXdTk,7.050913779990985e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJOW51C1lSUkYRRv6n34W9-Zg,9.6142102999988e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJj5kfbFlSUkYRcDRZTsny7_c,1.0400536790010804e-05
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJpyBCaFlSUkYR3LHwM6zxRjU,1.0569024360010747e-05
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJuRTCa1hSUkYRZctNq7Wpmys,0
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJCy4tOFhSUkYR0RImuvsSO1g,1.98851650000278e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJtYl80VlSUkYRHsPJ77_LXm8,5.040383290007038e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJwTS011lSUkYROOaIBw6_t6k,5.263820170008593e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJ7-bcfFdSUkYRAi_D5VAiANk,5.468472430004333e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJb-LjZFdSUkYR0IQcqxmpIDY,5.630258280008397e-06
ChIJuRTCa1hSUkYRZctNq7Wpmys,ChIJBWUZb1dSUkYR0KDo40YbcFQ,5.843650780005401e-06
ChIJCy4tOFhSUkYR0RImuvsSO1g,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJCy4tOFhSUkYR0RImuvsSO1g,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
